Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable
?a  patientDrug  Cisplatin   ,?a  hasSmokingHabit  CurrentSmoker,0.1,0.439716312,0.439716312,124,282,282,?a
?a  patientDrug  Carboplatin   ,?a  hasSmokingHabit  CurrentSmoker,0.214516129,0.420886076,0.422222222,266,632,630,?a
?a  hasBiomarker  PDL1_Positive   ,?a  hasSmokingHabit  CurrentSmoker,0.043548387,0.385714286,0.385714286,54,140,140,?a
?a  hasRelapse_Progression  No_Progression   ,?a  hasSmokingHabit  CurrentSmoker,0.079032258,0.398373984,0.398373984,98,246,246,?a
?a  hasRelapse_Progression  Progression   ,?a  hasSmokingHabit  CurrentSmoker,0.212096774,0.387334315,0.388478582,263,679,677,?a
?a  hasBiomarker  EGFR_Negative   ,?a  hasSmokingHabit  CurrentSmoker,0.125806452,0.367924528,0.367924528,156,424,424,?a
?a  hasBiomarker  ROS1_Negative   ,?a  hasSmokingHabit  CurrentSmoker,0.080645161,0.380228137,0.380228137,100,263,263,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  treatmentType  Open_Surgical_Procedure,0.037787702,0.179738562,0.186440678,110,612,590,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  treatmentType  Open_Surgical_Procedure,0.032978358,0.194331984,0.20083682,96,494,478,?a
?a  hasGender  Female   ,?a  treatmentType  Open_Surgical_Procedure,0.0195809,0.153225806,0.159663866,57,372,357,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  treatmentType  Open_Surgical_Procedure,0.010992786,0.125984252,0.125984252,32,254,254,?a
?a  treatmentType  Thoracoscopy   ,?a  treatmentType  Open_Surgical_Procedure,0.02335967,0.191549296,0.191549296,68,355,355,?a
?a  hasGender  Male   ,?a  treatmentType  Open_Surgical_Procedure,0.0587427,0.196551724,0.202606635,171,870,844,?a
?a  treatmentType  Radiotherapy_To_Lung   ,?a  treatmentType  Open_Surgical_Procedure,0.019924425,0.147582697,0.147582697,58,393,393,?a
?a  treatmentType  Chemotherapy_Adjuvant   ,?a  treatmentType  Open_Surgical_Procedure,0.032291309,0.56969697,0.56969697,94,165,165,?a
?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  treatmentType  Open_Surgical_Procedure,0.01580213,0.306666667,0.306666667,46,150,150,?a
?a  hasStage  IIB   ,?a  treatmentType  Open_Surgical_Procedure,0.010992786,0.470588235,0.470588235,32,68,68,?a
?a  hasStage  IIIA   ,?a  treatmentType  Open_Surgical_Procedure,0.028169014,0.338842975,0.340248963,82,242,241,?a
?a  hasAgeCategory  Young   ,?a  treatmentType  Open_Surgical_Procedure,0.022329097,0.188953488,0.190615836,65,344,341,?a
?a  hasRelapse_Progression  No_Progression   ,?a  treatmentType  Open_Surgical_Procedure,0.019924425,0.235772358,0.247863248,58,246,234,?a
?a  hasBiomarker  ALK_Negative   ,?a  hasSmokingHabit  CurrentSmoker,0.113709677,0.379032258,0.379032258,141,372,372,?a
?a  hasRelapse_Progression  Progression   ,?a  treatmentType  Open_Surgical_Procedure,0.034352456,0.147275405,0.149700599,100,679,668,?a
?a  patientDrug  Cisplatin   ,?a  treatmentType  Open_Surgical_Procedure,0.02713844,0.280141844,0.28113879,79,282,281,?a
?a  patientDrug  Vinorelbine   ,?a  treatmentType  Open_Surgical_Procedure,0.032634833,0.28358209,0.284431138,95,335,334,?a
?a  patientDrug  Pemetrexed   ,?a  treatmentType  Open_Surgical_Procedure,0.010305737,0.118577075,0.120481928,30,253,249,?a
?a  hasAgeCategory  Old   ,?a  treatmentType  Open_Surgical_Procedure,0.055994504,0.181716834,0.189534884,163,897,860,?a
?a  hasBiomarker  BRAF_Negative   ,?a  treatmentType  Open_Surgical_Procedure,0.013053933,0.316666667,0.333333333,38,120,114,?a
?a  hasBiomarker  RET_Negative   ,?a  treatmentType  Open_Surgical_Procedure,0.011679835,0.653846154,0.653846154,34,52,52,?a
?a  patientDrug  Carboplatin   ,?a  treatmentType  Open_Surgical_Procedure,0.028856063,0.132911392,0.135048232,84,632,622,?a
?a  hasBiomarker  ALK_Negative   ,?a  treatmentType  Open_Surgical_Procedure,0.025420818,0.198924731,0.209631728,74,372,353,?a
?a  patientDrug  Paclitaxel   ,?a  treatmentType  Open_Surgical_Procedure,0.019237375,0.191780822,0.191780822,56,292,292,?a
?a  hasBiomarker  EGFR_Negative   ,?a  treatmentType  Open_Surgical_Procedure,0.028856063,0.198113208,0.207407407,84,424,405,?a
?a  hasSmokingHabit  NonSmoker   ,?a  hasGender  Female,0.074074074,0.686567164,0.686567164,92,134,134,?a
?a  hasBiomarker  ROS1_Negative   ,?a  treatmentType  Open_Surgical_Procedure,0.019237375,0.212927757,0.227642276,56,263,246,?a
?a  hasStage  IA   ,?a  hasGender  Female,0.026570048,0.314285714,0.314285714,33,105,105,?a
?a  hasStage  IVA   ,?a  hasGender  Female,0.020128824,0.297619048,0.297619048,25,84,84,?a
?a  hasStage  IIIB   ,?a  hasGender  Female,0.033011272,0.290780142,0.290780142,41,141,141,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  hasGender  Female,0.11352657,0.285425101,0.285425101,141,494,494,?a
?a  hasStage  IIB   ,?a  hasGender  Female,0.011272142,0.205882353,0.205882353,14,68,68,?a
?a  hasStage  IV   ,?a  hasGender  Female,0.072463768,0.31358885,0.31358885,90,287,287,?a
?a  hasStage  IB   ,?a  hasGender  Female,0.020933977,0.273684211,0.273684211,26,95,95,?a
?a  hasStage  IVB   ,?a  hasGender  Female,0.037037037,0.383333333,0.383333333,46,120,120,?a
?a  treatmentType  Chemotherapy   ,?a  hasGender  Female,0.013687601,0.242857143,0.242857143,17,70,70,?a
?a  hasStage  IIIA   ,?a  hasGender  Female,0.054750403,0.280991736,0.280991736,68,242,242,?a
?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasGender  Female,0.037037037,0.340740741,0.340740741,46,135,135,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  hasGender  Female,0.111916264,0.227124183,0.227124183,139,612,612,?a
?a  treatmentType  Open_Surgical_Procedure   ,?a  hasGender  Female,0.04589372,0.25,0.25,57,228,228,?a
?a  treatmentType  Surgery   ,?a  hasGender  Female,0.026570048,0.362637363,0.362637363,33,91,91,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasGender  Female,0.08373591,0.409448819,0.409448819,104,254,254,?a
?a  treatmentType  Sequential_Chemoradiation   ,?a  hasGender  Female,0.015297907,0.322033898,0.322033898,19,59,59,?a
?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasGender  Female,0.057971014,0.525547445,0.525547445,72,137,137,?a
?a  hasAgeCategory  Young   ,?a  hasGender  Female,0.115942029,0.418604651,0.418604651,144,344,344,?a
?a  treatmentType  Chemotherapy_Adjuvant   ,?a  hasGender  Female,0.042673108,0.321212121,0.321212121,53,165,165,?a
?a  treatmentType  Thoracoscopy   ,?a  hasGender  Female,0.090982287,0.318309859,0.318309859,113,355,355,?a
?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasGender  Female,0.101449275,0.320610687,0.320610687,126,393,393,?a
?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  hasGender  Female,0.035426731,0.293333333,0.293333333,44,150,150,?a
?a  hasRelapse_Progression  Relapse   ,?a  hasGender  Female,0.018518519,0.306666667,0.306666667,23,75,75,?a
?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasGender  Female,0.112721417,0.28340081,0.28340081,140,494,494,?a
?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasGender  Female,0.035426731,0.321167883,0.321167883,44,137,137,?a
?a  patientDrug  Cyclophosphamide   ,?a  hasGender  Female,0.011272142,0.233333333,0.233333333,14,60,60,?a
?a  treatmentType  Immunotherapy   ,?a  hasGender  Female,0.049114332,0.324468085,0.324468085,61,188,188,?a
?a  patientDrug  Erlotinib   ,?a  hasGender  Female,0.024959742,0.534482759,0.534482759,31,58,58,?a
?a  patientDrug  Vincristine   ,?a  hasGender  Female,0.011272142,0.233333333,0.233333333,14,60,60,?a
?a  patientDrug  Gefitinib   ,?a  hasGender  Female,0.017713366,0.628571429,0.628571429,22,35,35,?a
?a  hasAgeCategory  Old   ,?a  hasGender  Female,0.183574879,0.254180602,0.254180602,228,897,897,?a
?a  patientDrug  Docetaxel   ,?a  hasGender  Female,0.025764895,0.32,0.32,32,100,100,?a
?a  hasRelapse_Progression  No_Progression   ,?a  hasGender  Female,0.057971014,0.292682927,0.292682927,72,246,246,?a
?a  patientDrug  Other   ,?a  hasGender  Female,0.014492754,0.545454545,0.545454545,18,33,33,?a
?a  patientDrug  Pembrolizumab   ,?a  hasGender  Female,0.019323671,0.358208955,0.358208955,24,67,67,?a
?a  hasRelapse_Progression  Progression   ,?a  hasGender  Female,0.171497585,0.313696613,0.313696613,213,679,679,?a
?a  patientDrug  Gemcitabine   ,?a  hasGender  Female,0.016908213,0.375,0.375,21,56,56,?a
?a  patientDrug  Vinorelbine   ,?a  hasGender  Female,0.070048309,0.259701493,0.259701493,87,335,335,?a
?a  patientDrug  Afatinib   ,?a  hasGender  Female,0.018518519,0.522727273,0.522727273,23,44,44,?a
?a  patientDrug  Pemetrexed   ,?a  hasGender  Female,0.070853462,0.347826087,0.347826087,88,253,253,?a
?a  patientDrug  Nivolumab   ,?a  hasGender  Female,0.027375201,0.274193548,0.274193548,34,124,124,?a
?a  patientDrug  Osimertinib   ,?a  hasGender  Female,0.022544283,0.622222222,0.622222222,28,45,45,?a
?a  patientDrug  Paclitaxel   ,?a  hasGender  Female,0.073268921,0.311643836,0.311643836,91,292,292,?a
?a  patientDrug  Vp-16   ,?a  hasGender  Female,0.052334944,0.308056872,0.308056872,65,211,211,?a
?a  hasBiomarker  PDL1_Negative   ,?a  hasGender  Female,0.023349436,0.287128713,0.287128713,29,101,101,?a
?a  patientDrug  Cisplatin   ,?a  hasGender  Female,0.071658615,0.315602837,0.315602837,89,282,282,?a
?a  patientDrug  Carboplatin   ,?a  hasGender  Female,0.147342995,0.289556962,0.289556962,183,632,632,?a
?a  hasBiomarker  ALK_Positive   ,?a  hasGender  Female,0.012077295,0.454545455,0.454545455,15,33,33,?a
?a  hasBiomarker  BRAF_Negative   ,?a  hasGender  Female,0.022544283,0.233333333,0.233333333,28,120,120,?a
?a  hasBiomarker  EGFR_Negative   ,?a  hasGender  Female,0.10547504,0.308962264,0.308962264,131,424,424,?a
?a  hasBiomarker  ROS1_Negative   ,?a  hasGender  Female,0.066827697,0.315589354,0.315589354,83,263,263,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.024733768,0.117647059,0.122033898,72,612,590,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.023016146,0.13562753,0.140167364,67,494,478,?a
?a  hasGender  Female   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.015115081,0.11827957,0.1232493,44,372,357,?a
?a  treatmentType  Open_Surgical_Procedure   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.01580213,0.201754386,0.201754386,46,228,228,?a
?a  hasGender  Male   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.036413604,0.12183908,0.125592417,106,870,844,?a
?a  treatmentType  Thoracoscopy   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.017519753,0.143661972,0.143661972,51,355,355,?a
?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.016832704,0.357664234,0.357664234,49,137,137,?a
?a  treatmentType  Radiotherapy_To_Lung   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.029199588,0.216284987,0.216284987,85,393,393,?a
?a  hasAgeCategory  Young   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.013740982,0.11627907,0.117302053,40,344,341,?a
?a  hasStage  IIIA   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.038131226,0.458677686,0.460580913,111,242,241,?a
?a  hasAgeCategory  Old   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.037787702,0.122630992,0.127906977,110,897,860,?a
?a  patientDrug  Cisplatin   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.030230161,0.312056738,0.31316726,88,282,281,?a
?a  patientDrug  Vinorelbine   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.035726554,0.310447761,0.311377246,104,335,334,?a
?a  patientDrug  Paclitaxel   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.028856063,0.287671233,0.287671233,84,292,292,?a
?a  hasRelapse_Progression  No_Progression   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.01202336,0.142276423,0.14957265,35,246,234,?a
?a  patientDrug  Carboplatin   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.026794916,0.123417722,0.125401929,78,632,622,?a
?a  hasRelapse_Progression  Progression   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.028856063,0.12371134,0.125748503,84,679,668,?a
?a  hasBiomarker  ROS1_Negative   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.010649261,0.117870722,0.12601626,31,263,246,?a
?a  hasBiomarker  EGFR_Negative   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.018550326,0.127358491,0.133333333,54,424,405,?a
?a  hasBiomarker  EGFR_Positive   ,?a  hasGender  Female,0.041867955,0.626506024,0.626506024,52,83,83,?a
?a  hasBiomarker  PDL1_Positive   ,?a  hasGender  Female,0.045088567,0.4,0.4,56,140,140,?a
?a  hasBiomarker  ALK_Negative   ,?a  hasGender  Female,0.092592593,0.309139785,0.309139785,115,372,372,?a
?a  hasBiomarker  ALK_Negative   ,?a  treatmentType  Neoadjuvant_Chemotherapy,0.016145654,0.126344086,0.133144476,47,372,353,?a
?a  hasSmokingHabit  NonSmoker   ,?a  hasBiomarker  EGFR_Negative,0.030434783,0.365671642,0.475728155,49,134,103,?a
?a  hasBiomarker  PDL1_Negative   ,?a  hasBiomarker  EGFR_Negative,0.040993789,0.653465347,0.653465347,66,101,101,?a
?a  hasSmokingHabit  FormerSmoker   ,?a  hasBiomarker  EGFR_Negative,0.136024845,0.357843137,0.790613718,219,612,277,?a
?a  hasBiomarker  PDL1_Positive   ,?a  hasBiomarker  EGFR_Negative,0.065217391,0.75,0.75,105,140,140,?a
?a  hasBiomarker  RET_Negative   ,?a  hasBiomarker  EGFR_Negative,0.029813665,0.923076923,0.923076923,48,52,52,?a
?a  hasSmokingHabit  CurrentSmoker   ,?a  hasBiomarker  EGFR_Negative,0.09689441,0.315789474,0.838709677,156,494,186,?a
?a  hasBiomarker  ALK_Positive   ,?a  hasBiomarker  EGFR_Negative,0.019875776,0.96969697,0.96969697,32,33,33,?a
?a  hasStage  IVA   ,?a  hasBiomarker  EGFR_Negative,0.026708075,0.511904762,0.651515152,43,84,66,?a
?a  hasBiomarker  BRAF_Negative   ,?a  hasBiomarker  EGFR_Negative,0.069565217,0.933333333,0.933333333,112,120,120,?a
?a  hasStage  IIIB   ,?a  hasBiomarker  EGFR_Negative,0.027950311,0.319148936,0.803571429,45,141,56,?a
?a  hasStage  IB   ,?a  hasBiomarker  EGFR_Negative,0.010559006,0.178947368,0.80952381,17,95,21,?a
?a  hasGender  Female   ,?a  hasBiomarker  EGFR_Negative,0.08136646,0.352150538,0.661616162,131,372,198,?a
?a  hasBiomarker  ROS1_Negative   ,?a  hasBiomarker  EGFR_Negative,0.147204969,0.901140684,0.901140684,237,263,263,?a
?a  hasStage  IVB   ,?a  hasBiomarker  EGFR_Negative,0.037267081,0.5,0.652173913,60,120,92,?a
?a  hasStage  IV   ,?a  hasBiomarker  EGFR_Negative,0.080745342,0.452961672,0.778443114,130,287,167,?a
?a  hasStage  IIIA   ,?a  hasBiomarker  EGFR_Negative,0.055279503,0.367768595,0.801801802,89,242,111,?a
?a  hasGender  Male   ,?a  hasBiomarker  EGFR_Negative,0.181987578,0.336781609,0.796195652,293,870,368,?a
?a  treatmentType  Open_Surgical_Procedure   ,?a  hasBiomarker  EGFR_Negative,0.052173913,0.368421053,0.84,84,228,100,?a
?a  treatmentType  Surgery   ,?a  hasBiomarker  EGFR_Negative,0.024223602,0.428571429,0.684210526,39,91,57,?a
?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasBiomarker  EGFR_Negative,0.047204969,0.562962963,0.716981132,76,135,106,?a
?a  hasAgeCategory  Young   ,?a  hasBiomarker  EGFR_Negative,0.085714286,0.401162791,0.770949721,138,344,179,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasBiomarker  EGFR_Negative,0.050931677,0.322834646,0.752293578,82,254,109,?a
?a  treatmentType  Thoracoscopy   ,?a  hasBiomarker  EGFR_Negative,0.050931677,0.230985915,0.780952381,82,355,105,?a
?a  hasAgeCategory  Old   ,?a  hasBiomarker  EGFR_Negative,0.177639752,0.31884058,0.739018088,286,897,387,?a
?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasBiomarker  EGFR_Negative,0.036645963,0.430656934,0.453846154,59,137,130,?a
?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  hasBiomarker  EGFR_Negative,0.033540373,0.36,0.794117647,54,150,68,?a
?a  treatmentType  Chemotherapy_Adjuvant   ,?a  hasBiomarker  EGFR_Negative,0.036645963,0.357575758,0.766233766,59,165,77,?a
?a  treatmentType  Immunotherapy   ,?a  hasBiomarker  EGFR_Negative,0.071428571,0.611702128,0.809859155,115,188,142,?a
?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasBiomarker  EGFR_Negative,0.077639752,0.318066158,0.771604938,125,393,162,?a
?a  patientDrug  Crizotinib   ,?a  hasBiomarker  EGFR_Negative,0.010559006,0.944444444,0.944444444,17,18,18,?a
?a  hasBiomarker  ALK_Negative   ,?a  hasBiomarker  EGFR_Negative,0.206832298,0.89516129,0.89516129,333,372,372,?a
?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasBiomarker  EGFR_Negative,0.034161491,0.401459854,0.785714286,55,137,70,?a
?a  patientDrug  Docetaxel   ,?a  hasBiomarker  EGFR_Negative,0.044720497,0.72,0.857142857,72,100,84,?a
?a  patientDrug  Nivolumab   ,?a  hasBiomarker  EGFR_Negative,0.041614907,0.540322581,0.761363636,67,124,88,?a
?a  patientDrug  Pembrolizumab   ,?a  hasBiomarker  EGFR_Negative,0.030434783,0.731343284,0.942307692,49,67,52,?a
?a  treatmentType  Sequential_Chemoradiation   ,?a  hasBiomarker  EGFR_Negative,0.011180124,0.305084746,0.9,18,59,20,?a
?a  hasRelapse_Progression  Relapse   ,?a  hasBiomarker  EGFR_Negative,0.013043478,0.28,0.84,21,75,25,?a
?a  patientDrug  Cisplatin   ,?a  hasBiomarker  EGFR_Negative,0.089440994,0.510638298,0.852071006,144,282,169,?a
?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasBiomarker  EGFR_Negative,0.139130435,0.453441296,0.788732394,224,494,284,?a
?a  patientDrug  Paclitaxel   ,?a  hasBiomarker  EGFR_Negative,0.077018634,0.424657534,0.784810127,124,292,158,?a
?a  patientDrug  Vinorelbine   ,?a  hasBiomarker  EGFR_Negative,0.077639752,0.373134328,0.710227273,125,335,176,?a
?a  patientDrug  Gemcitabine   ,?a  hasBiomarker  EGFR_Negative,0.01242236,0.357142857,0.625,20,56,32,?a
?a  hasRelapse_Progression  No_Progression   ,?a  hasBiomarker  EGFR_Negative,0.027329193,0.178861789,0.846153846,44,246,52,?a
?a  patientDrug  Pemetrexed   ,?a  hasBiomarker  EGFR_Negative,0.113664596,0.723320158,0.855140187,183,253,214,?a
?a  patientDrug  Erlotinib   ,?a  hasBiomarker  EGFR_Negative,0.011801242,0.327586207,0.351851852,19,58,54,?a
?a  hasRelapse_Progression  Progression   ,?a  hasBiomarker  EGFR_Negative,0.177018634,0.419734904,0.7421875,285,679,384,?a
?a  patientDrug  Carboplatin   ,?a  hasBiomarker  EGFR_Negative,0.126708075,0.32278481,0.741818182,204,632,275,?a
?a  hasGender  Female   ,?a  hasSmokingHabit  FormerSmoker,0.112096774,0.373655914,0.373655914,139,372,372,?a
?a  hasStage  IIA   ,?a  hasSmokingHabit  FormerSmoker,0.021774194,0.529411765,0.529411765,27,51,51,?a
?a  hasStage  IA   ,?a  hasSmokingHabit  FormerSmoker,0.042741935,0.504761905,0.504761905,53,105,105,?a
?a  hasStage  IVB   ,?a  hasSmokingHabit  FormerSmoker,0.041129032,0.425,0.425,51,120,120,?a
?a  hasStage  IIIB   ,?a  hasSmokingHabit  FormerSmoker,0.057258065,0.503546099,0.503546099,71,141,141,?a
?a  hasStage  IVA   ,?a  hasSmokingHabit  FormerSmoker,0.035483871,0.523809524,0.523809524,44,84,84,?a
?a  hasStage  IV   ,?a  hasSmokingHabit  FormerSmoker,0.109677419,0.473867596,0.477192982,136,287,285,?a
?a  hasStage  IIB   ,?a  hasSmokingHabit  FormerSmoker,0.033870968,0.617647059,0.617647059,42,68,68,?a
?a  hasStage  IB   ,?a  hasSmokingHabit  FormerSmoker,0.037096774,0.484210526,0.484210526,46,95,95,?a
?a  hasStage  IIIA   ,?a  hasSmokingHabit  FormerSmoker,0.096774194,0.495867769,0.495867769,120,242,242,?a
?a  treatmentType  Chemotherapy   ,?a  hasSmokingHabit  FormerSmoker,0.024193548,0.428571429,0.434782609,30,70,69,?a
?a  hasAgeCategory  Young   ,?a  hasSmokingHabit  FormerSmoker,0.109677419,0.395348837,0.395348837,136,344,344,?a
?a  treatmentType  Surgery   ,?a  hasSmokingHabit  FormerSmoker,0.037903226,0.516483516,0.516483516,47,91,91,?a
?a  treatmentType  Radiotherapy_To_Bone   ,?a  hasSmokingHabit  FormerSmoker,0.05,0.459259259,0.459259259,62,135,135,?a
?a  hasAgeCategory  Old   ,?a  hasSmokingHabit  FormerSmoker,0.383870968,0.530657748,0.531843575,476,897,895,?a
?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  hasSmokingHabit  FormerSmoker,0.087903226,0.429133858,0.432539683,109,254,252,?a
?a  treatmentType  Thoracoscopy   ,?a  hasSmokingHabit  FormerSmoker,0.15483871,0.54084507,0.54084507,192,355,355,?a
?a  treatmentType  Molecular_Targeted_Therapy   ,?a  hasSmokingHabit  FormerSmoker,0.038709677,0.350364964,0.350364964,48,137,137,?a
?a  treatmentType  Radiotherapy_To_Lung   ,?a  hasSmokingHabit  FormerSmoker,0.162096774,0.511450382,0.511450382,201,393,393,?a
?a  treatmentType  Sequential_Chemoradiation   ,?a  hasSmokingHabit  FormerSmoker,0.020967742,0.440677966,0.440677966,26,59,59,?a
?a  treatmentType  Chemotherapy_Adjuvant   ,?a  hasSmokingHabit  FormerSmoker,0.072580645,0.545454545,0.545454545,90,165,165,?a
?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  hasSmokingHabit  FormerSmoker,0.055645161,0.503649635,0.503649635,69,137,137,?a
?a  hasRelapse_Progression  No_Progression   ,?a  hasSmokingHabit  FormerSmoker,0.102419355,0.516260163,0.516260163,127,246,246,?a
?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasSmokingHabit  FormerSmoker,0.201612903,0.506072874,0.507099391,250,494,493,?a
?a  treatmentType  Immunotherapy   ,?a  hasSmokingHabit  FormerSmoker,0.078225806,0.515957447,0.515957447,97,188,188,?a
?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  hasSmokingHabit  FormerSmoker,0.058064516,0.48,0.48,72,150,150,?a
?a  patientDrug  Erlotinib   ,?a  hasSmokingHabit  FormerSmoker,0.016935484,0.362068966,0.362068966,21,58,58,?a
?a  patientDrug  Cyclophosphamide   ,?a  hasSmokingHabit  FormerSmoker,0.020967742,0.433333333,0.440677966,26,60,59,?a
